,emb_id,data_type,CLIP_PCA_x,CLIP_PCA_y,CLIP_UMAP_x,CLIP_UMAP_y,CLIP_TSNE_x,CLIP_TSNE_y,CLIP_nogap_PCA_x,CLIP_nogap_PCA_y,CLIP_nogap_UMAP_x,CLIP_nogap_UMAP_y,CLIP_nogap_TSNE_x,CLIP_nogap_TSNE_y,CyCLIP_PCA_x,CyCLIP_PCA_y,CyCLIP_UMAP_x,CyCLIP_UMAP_y,CyCLIP_TSNE_x,CyCLIP_TSNE_y,CyCLIP_nogap_PCA_x,CyCLIP_nogap_PCA_y,CyCLIP_nogap_UMAP_x,CyCLIP_nogap_UMAP_y,CyCLIP_nogap_TSNE_x,CyCLIP_nogap_TSNE_y,CLOOB_PCA_x,CLOOB_PCA_y,CLOOB_UMAP_x,CLOOB_UMAP_y,CLOOB_TSNE_x,CLOOB_TSNE_y,CLOOB_nogap_PCA_x,CLOOB_nogap_PCA_y,CLOOB_nogap_UMAP_x,CLOOB_nogap_UMAP_y,CLOOB_nogap_TSNE_x,CLOOB_nogap_TSNE_y,CLOOB_LAION400M_PCA_x,CLOOB_LAION400M_PCA_y,CLOOB_LAION400M_UMAP_x,CLOOB_LAION400M_UMAP_y,CLOOB_LAION400M_TSNE_x,CLOOB_LAION400M_TSNE_y,CLOOB_LAION400M_nogap_PCA_x,CLOOB_LAION400M_nogap_PCA_y,CLOOB_LAION400M_nogap_UMAP_x,CLOOB_LAION400M_nogap_UMAP_y,CLOOB_LAION400M_nogap_TSNE_x,CLOOB_LAION400M_nogap_TSNE_y
0,0,image,0.5497480902253544,-0.3067116235228641,2.253586,0.046518944,8.178637942169305,-4.401691303751119,-0.32754836602975046,0.14470704231946943,8.986246,0.85499877,-8.308317347870263,5.093112125343444,0.4453309222078726,-0.3075595720983984,8.598141,6.267944,11.509148688687809,-4.599381828804273,-0.33312955567948827,-0.17140180958957135,8.934437,12.886517,-5.37476558414859,-6.172870510957424,0.23574532582317723,-0.45528042147955267,14.961648,2.6821623,10.690866009744045,-5.875887638046174,-0.41032403434821985,0.4030889296234452,13.035408,10.149915,-8.05050266939221,4.173337473944942,0.39046481030759567,-0.48772490885440645,13.864083,5.1537676,11.34737449619996,-5.203925315989409,-0.3956627653385853,-0.4269188070383408,13.826316,-1.8964171,-7.392654235647986,3.00371509893517
1,1,image,0.5474767679067282,-0.30589452199769734,2.3661435,-0.029375102,8.189625336015133,-4.425059014975079,-0.3257082674745526,0.12614656135232358,9.031702,0.8335793,-8.326763653444974,5.090161236507034,0.44803407584016275,-0.30577063237768204,8.483924,6.272041,11.509737595859253,-4.584250641741117,-0.33146851572704217,-0.1719052810791419,9.074521,12.984599,-5.35876164613105,-6.1650167454619496,0.251251232524003,-0.49277686110031194,15.104985,2.8169377,10.707898695008447,-5.815820776296379,-0.447839673559773,0.42820059454923454,12.848353,10.357721,-7.962590023149891,4.163602738879205,0.38994477153093954,-0.48935562986544223,13.746423,5.068479,11.349855960523698,-5.197042036519789,-0.3972971301341368,-0.42523317165321245,13.79694,-1.8631133,-7.38529771839593,3.0022296097328063
2,2,image,0.5511122611399366,-0.3114516002798556,2.2844856,0.04405124,8.174843752330585,-4.3907110257680415,-0.33401723146890816,0.14476157283114907,9.015986,0.85654646,-8.292328053615567,5.095737164412816,0.45066302573568817,-0.3101281701871806,8.534325,6.292645,11.510618338426289,-4.578746733564226,-0.3366279649984488,-0.17012681547024205,9.003092,12.993272,-5.348835804524638,-6.160261849280271,0.2731025816480706,-0.5421458077987963,15.081224,2.859295,10.740269577301623,-5.710361129077124,-0.4989326476646036,0.4599811659071313,12.905251,10.349296,-7.814547804284087,4.144858863406905,0.38767742492267904,-0.49411759509795844,13.928229,5.2402563,11.350623912663227,-5.188966568138856,-0.4012918697344921,-0.43187108002700414,13.861074,-1.9335624,-7.370412366927828,2.9992434191991544
3,3,image,0.5575588408795792,-0.31570176962666324,2.293115,0.06370779,8.151593733508312,-4.304601360276863,-0.34215309024799995,0.16912979654967142,9.009774,0.86739457,-8.204124384891205,5.105177868092248,0.44705442778850935,-0.30969370231239807,8.528871,6.3131027,11.51322705318795,-4.561848216473465,-0.3356319882913144,-0.17207478176090837,9.03219,13.054814,-5.330397115803105,-6.151797550746281,0.2818090645542095,-0.5695529931740528,15.03419,2.8414445,10.760406577519205,-5.6417039847591886,-0.5279874956267397,0.47701674463092114,12.960309,10.299979,-7.713172353068042,4.131725410720633,0.3948006248673744,-0.5027089781528691,13.883136,5.1709223,11.353690536546512,-5.167001428563979,-0.41099577214969224,-0.4286200192479067,13.818745,-1.8929933,-7.347098294403064,2.99394573503244
4,4,image,0.5660984756232166,-0.3033929562986436,2.4265149,-0.13415687,8.114974621697094,-4.160607056453669,-0.3317365356162322,0.17220749783838168,9.267113,0.64581865,-8.042034153124392,5.121370129088465,0.45313345156484897,-0.3087590810299987,8.584809,6.479216,11.515759853426095,-4.535316599859088,-0.33536318124175596,-0.16436635031541855,9.058161,13.144277,-5.3032487800060855,-6.1376733387325935,0.3076607948228899,-0.5645907132410121,15.085963,2.8507671,10.78677381987258,-5.559627339216904,-0.5281960756391312,0.44894980596945716,12.940349,10.127681,-7.6063769279396976,4.116517767273182,0.3867116797549331,-0.5109222319151872,14.02978,5.232517,11.354852129142778,-5.1572208729716325,-0.4179014905819675,-0.4276518394328611,13.886706,-1.9703668,-7.327788301088901,2.9910672454162057
5,5,image,0.5714562283283329,-0.3030321464519973,2.343536,-0.20636207,8.097855694247128,-4.066019365627321,-0.33390833880745785,0.19816369778902002,9.257549,0.66212523,-7.924740576598228,5.129325734674649,0.4568599803920941,-0.30837306349057386,8.604167,6.666708,11.516993208248605,-4.524725205192709,-0.33541899662088637,-0.1711348328273805,9.117551,13.163091,-5.292382129259391,-6.132078654016849,0.32858534947638995,-0.5780249305508094,14.947599,2.724618,10.795053739888933,-5.527013799643996,-0.5459054408555276,0.44448969727959425,12.937748,10.140444,-7.565333224808155,4.110371880707606,0.3946775472649386,-0.5295163797708032,14.096841,5.217673,11.361603309249048,-5.117190068864262,-0.43757446216215795,-0.422373247025019,13.991596,-2.0789208,-7.278237570050111,2.9810883581551124
6,6,image,0.5711434430955382,-0.3074957190149241,2.2336726,-0.33153558,8.0661877228699,-3.820891799600771,-0.33952659181130834,0.22677683929842812,9.395452,0.5565083,-7.608220011768092,5.147388409200747,0.4554901691457762,-0.30951368010145797,8.679203,6.74353,11.518531886898682,-4.506434151135684,-0.3364842033773583,-0.16478416372062524,8.97265,13.246116,-5.2720798481300015,-6.123233509797798,0.33613330630993665,-0.5616483168258684,14.859878,2.5983803,10.81075381488701,-5.474391151168186,-0.5312254311506154,0.42708527930665147,12.919412,10.0033245,-7.5052336821390675,4.101101689796679,0.39199818073427867,-0.5249573001052377,14.250616,5.335911,11.358829691503555,-5.138525438400557,-0.4320086628441636,-0.43273380730397815,14.044279,-2.1304448,-7.2899027754392405,2.9831098301186127
7,7,image,0.5687663304506794,-0.3048392705018585,2.2599466,-0.40340906,8.062904359107103,-3.7857891957930563,-0.3352689311784127,0.2467376098099189,9.464413,0.48331445,-7.557442769514893,5.148916014827256,0.45838492770645145,-0.3034533828874252,8.575111,6.7049146,11.520933786945886,-4.482060934045567,-0.33010786951581667,-0.159027253832719,9.010321,13.331552,-5.248366858254227,-6.111727686681409,0.3462979153330987,-0.5513894583536351,14.872136,2.5699203,10.8191529828121,-5.447397314840459,-0.523213447351638,0.41255773182149463,13.043888,9.894863,-7.467534485067952,4.09596018290663,0.39199106225608893,-0.5237963795963355,14.434662,5.43183,11.362193633467276,-5.111989263040625,-0.4302946272185362,-0.44602401573513534,14.10213,-2.183306,-7.256577949510351,2.9769484144527043
8,8,image,0.5687629502305707,-0.3111209763673643,2.2851288,-0.57734907,8.028878239198658,-3.611194254974951,-0.34167383044445804,0.2603869522514086,9.61492,0.38233066,-7.3194976680645585,5.16834918191375,0.4565135923549677,-0.3107132648488959,8.501601,6.953267,11.521420666189197,-4.476532745257191,-0.33793177392394863,-0.1667543421171833,8.87714,13.527984,-5.238771597601561,-6.1076926328892025,0.3625205445847495,-0.5493828285274719,14.88359,2.4658284,10.84687037757209,-5.356022904370913,-0.5245150187124025,0.38190688653332994,13.057143,9.83382,-7.360360480943932,4.077916287425572,0.384017423984841,-0.5351457920746773,14.576884,5.446703,11.366817054572703,-5.069564249508498,-0.441210270038914,-0.4257826245188797,14.37227,-2.410286,-7.212293766821952,2.9666542147034822
9,9,image,0.5641054320793597,-0.30884540024232837,2.2589464,-0.6880254,8.026011006875683,-3.519672775625508,-0.33768770308133117,0.2926252015077835,9.59158,0.4075991,-7.191765927549259,5.166483730825907,0.4557336576454317,-0.3165451143885923,8.556557,7.007183,11.525248357702413,-4.439600501419375,-0.3443087630671058,-0.154876256461419,8.850894,13.61087,-5.197909824172354,-6.087623685503337,0.3914220386721338,-0.5390842929779857,14.809125,2.3860493,10.868951665609899,-5.279993305831954,-0.5203324035160444,0.34080443978956104,13.120099,9.738372,-7.266038621667225,4.06307640060166,0.39889443834351185,-0.540049180247277,14.54049,5.518057,11.366023496212927,-5.068674063228946,-0.448135119252934,-0.4316309823517777,14.24119,-2.307754,-7.208506649769792,2.965822964765095
