,emb_id,data_type,CLOOME_CLIP_PCA_x,CLOOME_CLIP_PCA_y,CLOOME_CLIP_UMAP_x,CLOOME_CLIP_UMAP_y,CLOOME_CLIP_TSNE_x,CLOOME_CLIP_TSNE_y,CLOOME_CLIP_nogap_PCA_x,CLOOME_CLIP_nogap_PCA_y,CLOOME_CLIP_nogap_UMAP_x,CLOOME_CLIP_nogap_UMAP_y,CLOOME_CLIP_nogap_TSNE_x,CLOOME_CLIP_nogap_TSNE_y,CLOOME_CLOOB_PCA_x,CLOOME_CLOOB_PCA_y,CLOOME_CLOOB_UMAP_x,CLOOME_CLOOB_UMAP_y,CLOOME_CLOOB_TSNE_x,CLOOME_CLOOB_TSNE_y,CLOOME_CLOOB_nogap_PCA_x,CLOOME_CLOOB_nogap_PCA_y,CLOOME_CLOOB_nogap_UMAP_x,CLOOME_CLOOB_nogap_UMAP_y,CLOOME_CLOOB_nogap_TSNE_x,CLOOME_CLOOB_nogap_TSNE_y
21,21,image,0.07507748350429494,0.5019140231615372,12.026727,2.0163484,-2.5037934115064937,12.096690221587485,-0.08571407170206491,0.26664535328036904,11.3064,0.27195454,-7.2882910493010264,2.1050012032285133,-0.20514943574451458,0.09657135926672135,-1.214526,2.4031415,0.28815742863437177,-12.873529243609072,-0.08858300226169917,0.0918922696657384,-1.858755,12.600442,-2.351120473720755,-5.668039602803946
22,22,image,-0.013158291656014936,-0.2037818437411823,14.196994,3.9028854,-5.218741579839198,-6.323727931709126,0.015207355157472003,-0.27320188006345936,11.129198,2.9415882,4.715962207914449,-0.8939484556286319,-0.12601002710155984,-0.08603787033722772,-1.6112839,3.56686,-4.491446423651727,-4.481782361075721,-0.04592504965153449,-0.13414632851470615,-1.8536025,11.845967,-3.2697860867871076,5.397424755890284
23,23,image,-0.20469612125811526,0.22598065671688752,16.246275,3.5327156,6.667935295469625,-9.655856350354927,-0.2898234518291451,-0.23173386980042893,14.161144,0.9215578,2.69974804789176,9.182331480903855,-0.07411920289301807,-0.05768615968186064,0.41675627,3.272883,-3.370463796030999,13.141404855643318,0.037471305182518753,-0.0788642161352504,-2.0956967,12.760236,7.99223079096137,-9.510389325769136
24,24,image,0.08257726671873444,-0.04079810627474102,13.072804,4.608293,5.707080918879158,3.932758067108479,0.05596360486462263,-0.032447738103619984,11.901264,3.4000165,9.604549580863425,-5.640726686568519,-0.26667524354061434,0.17132727005164977,-0.0865518,4.063188,-1.3157795595869142,-9.801424082923381,-0.15754466303279804,0.16366926509328175,-0.79393363,12.435084,-8.35472709560095,-7.287747329749347
25,25,image,0.034910854940749095,0.1374626564075179,13.5397415,4.913366,5.010795302428667,6.081221949719191,-0.030731667878952377,0.11371340371767281,11.841909,3.7695134,9.403988856747377,-3.27090937496722,-0.11803062972445903,-0.003602097362362739,-0.035483308,3.662399,2.5606070076153293,-9.52044261593552,0.05326492112304915,0.05360866683719709,-2.243259,11.909099,4.40356684520749,-8.702083609557734
26,26,image,0.5494310791085251,-0.11576297713188476,12.188746,4.4596615,-7.6306759085511775,-0.2717625452828656,0.5165798653651303,-0.0116690036416316,10.624309,2.3964436,1.1810030049320321,-2.9025109455190887,-0.23238237365471756,-0.21276862224468376,1.2642612,3.3553097,3.5867198184458986,15.230790421952525,-0.113074657674252,-0.30088916290096734,-0.86469567,14.300904,7.029079519569891,7.292149523494044
27,27,image,-0.19293016087982084,0.21992378978067365,16.188879,2.580615,8.076609730442279,-6.915063627364395,-0.27849401033547505,-0.1667525385810314,12.845856,-0.013859725,-0.772574420933986,5.910943486824474,-0.2163793972986877,0.033469378910725316,-0.41565824,4.311778,8.444537078429674,-4.722158005412941,-0.12848011495181716,-0.03896190196293308,-2.1109154,11.783241,-1.2155585953813137,6.217881397726114
28,28,image,0.12086419870444076,0.1933888526675033,12.783307,5.314199,4.845807500508629,12.18995061872838,0.02692368687985131,-0.16588495977223772,13.20406,3.2452908,8.332178582653002,5.383811753912784,-0.10064136439546403,0.07521967169127193,0.034437884,4.7789693,8.51297052484562,-6.884689841464333,-0.04524625351953124,0.03359754475592264,-1.8132458,11.617212,-3.7664240910044904,6.869417374198659
29,29,image,-0.10421297968481245,0.3310182220769115,14.914519,0.41113073,1.0880766550493703,-13.685361974430315,-0.20856533733598845,0.0017790411494723604,12.507729,-0.5125193,-3.030636256419324,15.145454139486482,-0.18048303445059333,0.0038806571293789277,-0.7956709,3.7981303,-10.044419951315435,-6.7078291327571105,-0.005347099083426032,0.03882383739865355,-0.10895149,11.354778,-3.9607405380720397,-12.560565873404833
30,30,image,-0.01924538608437027,-0.03090975131877498,12.507642,3.6210992,2.7873352978189816,9.00938065280821,-0.04015741319176995,-0.17402385683583246,11.087443,3.89764,7.17477027204935,-7.993269444382004,-0.08335706037943712,-0.20937520261778475,-1.9154488,2.0701294,7.146791810407389,5.616061167364939,0.13900716535671556,-0.146651550012151,-3.6057415,12.591706,4.8222374537780945,-5.14092527002082
31,31,image,0.6572327321356718,-0.1731094333344158,12.368484,4.606823,-7.751452628014414,-1.5830558661404366,0.6328818129131625,-0.16427115694959,10.3192,2.6963542,1.4885260683141561,-4.278936983148261,-0.16515404336898434,-0.3155920849185836,1.4169617,2.8905487,1.7476918246527342,12.909489170407632,0.06769398635260472,-0.2914753419123989,-1.167894,14.668407,-7.1511758824359015,13.261992161415419
32,32,image,0.030213689524288476,0.10755032755355594,12.45252,3.6083539,2.350671794188899,9.612670538337433,-0.028361521028643984,0.034770598168316645,10.964142,4.0860476,6.562208814641937,-8.445123215264308,-0.0316547142095779,-0.15521104371263988,-1.801303,2.324783,-2.061459465948038,9.502505991846641,0.13880049735196134,-0.0693702315380739,-3.3966928,12.988363,9.569487899582455,-3.5582828765312584
33,33,image,0.0959522766683569,0.13619754099727258,13.73189,5.2628856,6.074150630223304,7.844736349446246,0.015744098145415813,-0.04168085493501391,11.908593,4.0440416,9.699706232561967,-1.2207295241738045,-0.0831499927020299,0.010369715223894715,-0.07077222,3.6933665,2.923143394013463,-9.373508056971739,0.03218679050132679,0.039106827470022816,-2.3997197,11.776219,4.378809551031335,-9.276896359564809
34,34,image,-0.0794624671951465,0.26793625329302845,13.885332,5.201425,6.9430158057378994,7.192826285630968,-0.16512295681209496,0.038601666107316746,12.066418,4.1993856,10.788499974676501,-1.004532564712141,-0.17721522382651234,-0.13395205631945042,-0.3309975,3.4115288,9.673743923838657,-0.7139422600503351,-0.010655329922895123,-0.13008524638174004,-2.6394403,12.314742,1.1543844695433485,4.945985320959944
35,35,image,-0.15717821361108159,0.17923228133753943,16.025995,3.4859931,5.606102422233168,-10.54552984046174,-0.22855353646103221,-0.31518577551675836,14.078646,1.5591149,1.8505377451509024,10.621364184454192,-0.1549574463996684,-0.28532840909281454,-0.61917067,2.236326,-0.7174288961921296,10.600100747753984,0.1259862097959132,-0.18991676135309385,-3.0107484,12.697771,10.509614617582717,-6.369878842218799
36,36,image,-0.13549458613778487,0.4386386518015072,12.265545,1.9925424,-2.117315754912073,11.459018788996255,-0.2668533827580462,0.18411253720293014,11.360916,0.3846276,-5.940738335912269,1.898586698120856,-0.08120107766713952,-0.042060106428371886,-2.3334153,2.441437,4.032733122403961,-3.589493632092226,0.09303167195441724,-0.0011237218828160473,-3.8764582,11.461081,-4.517506857765478,3.1391645111239947
37,37,image,-0.07784892699187475,0.5108410298738467,12.378691,2.0198748,-1.5686276973008453,10.547323768331145,-0.23714735911772336,0.3821740274593174,11.188802,0.5732963,-4.911180300672226,0.742421582514079,-0.17057400783206353,-0.18887246678352668,-2.1932151,2.0643907,14.052287892821303,1.2473375668642943,0.10282836539053325,-0.15395430196638396,-4.22131,12.031301,0.5745691554731741,10.042772734576447
38,38,image,0.2554065028458836,-0.1272708599908373,11.241052,3.4981909,-13.083353937136204,5.081508679264642,0.24867643074550366,0.0340462898195642,8.378812,1.518032,4.847802513683735,-12.521670632573795,-0.2443923594380179,0.015870840958402334,-0.925591,1.3633584,-1.0257213571179793,-14.238569867877104,-0.08430056068022083,0.02248273149287522,-1.7653595,10.763307,0.7047142550789275,-13.38840751074886
39,39,image,0.33975738048538623,0.13856822655928738,12.713496,5.3985553,5.622651903490251,10.795691347179567,0.25143559462371506,-0.14872434389405742,12.7352,3.3359613,7.475427726413646,2.7908573194348887,-0.22036405780824292,-0.012854635054656477,0.61861974,3.8879013,6.8449387847966126,13.493514514499074,-0.15351911982104616,-0.09394450854281501,-1.6699407,12.498807,-5.001060041984074,7.155292624519527
40,40,image,-0.25946930857784756,0.2521500905793831,15.941827,3.365515,4.772293760312327,-10.655410141092446,-0.3324124755380542,-0.23795961720378936,14.021489,1.6361107,1.2752363574413133,11.292571288524925,-0.1528221650634738,-0.05961011585970904,-0.47632656,2.2567089,4.070105888273548,-6.199739907347332,0.054456498042013045,0.024774603484841368,-2.95066,12.314653,11.290817527350221,-7.303289581188538
41,41,image,-0.12283882469901097,0.2803306475793378,15.0323305,3.450931,10.371680577420946,9.503266869800326,-0.216866517186666,0.04878125255893179,12.625728,1.0922339,-5.215704925168297,10.825202090771636,-0.1540199783250219,0.09661076662008442,-2.1014495,3.8889766,-9.105623143907941,6.416827693640032,-0.07658242515687286,0.05505079227025863,-1.68106,11.873982,-10.297248463685102,0.9547783093641681
42,42,image,-0.04798253534240396,0.194958667679496,15.073293,3.5117483,10.079579925971602,8.309136900394638,-0.11933748988565335,-0.12407847255894058,13.065825,1.4895488,-3.5754161403398914,10.714023056296366,-0.12006430247065286,-0.0568308041011021,-2.6030571,3.6479993,-6.892165161628572,4.292061053572626,0.12251776722626001,0.06668674633130235,-2.7361517,10.428362,-3.6772420699674746,0.7163583162086039
43,43,image,0.0016548519710289417,0.08985022155010722,12.93665,2.5463374,8.866101447403397,4.332090079130713,-0.0495184961162525,-0.20303228183502534,12.886312,2.2767608,-5.649935487378023,5.052716196715465,-0.0741408328812335,0.21592546038604857,-1.9259365,4.600451,-8.812923545970875,0.4739710627396356,0.012199762597852257,0.26171541644499813,-0.8591202,11.056178,-6.617787216595186,1.5003033213164574
44,44,image,0.07281825039349551,0.049091798715831095,16.297699,1.9575849,11.242625190634703,-6.575435310643729,0.025740302996038182,-0.15100577521117461,13.563453,-0.018197587,2.894768108269617,5.220737829682765,-0.08852400435595828,0.13168719995507,-0.40302363,4.9014897,6.46551720984702,-7.903671035059474,-0.08903251797347866,0.07355548741550146,-1.7545912,11.323952,-3.7697631953394386,9.60073723647005
45,45,image,0.29822330443947337,-0.03949211749495309,11.881482,2.859808,-9.607864622339696,-6.855549328895195,0.26944482080075116,-0.01857545568164799,9.8114805,3.5635245,-13.922971643532925,1.7762013642752776,-0.1904597084388955,-0.10597740651924896,0.19226496,2.8468976,-12.016927282817537,-10.203289523279409,-0.08924217974308397,-0.16574176949568292,0.1587181,12.776689,10.39566497922686,10.871317471599863
46,46,image,0.5331748051165569,0.036469830706384626,10.277769,1.7910336,-13.530877354619545,-0.2771362553346147,0.4706585527458883,0.1357196358606736,8.59003,2.5507386,-3.163541646861393,-14.321159923318863,-0.19761762333058777,-0.2527239480207445,0.7174496,2.2607195,9.294791785644838,-11.161160068294373,0.030969982794055825,-0.2234101353292245,-2.4737444,13.215099,6.593977508345827,12.278108012488676
47,47,image,0.026590529808316055,0.23400019061348726,12.820238,5.383624,5.875106569621479,10.962914262417215,-0.06846943612991291,-0.15418099049406422,12.831721,3.2268445,7.0705866924651914,3.684431353742402,-0.1751813319958981,0.118316955665706,-1.2017174,4.1490617,-6.895473224685404,-5.1660468811025835,-0.08212112478330176,0.11819044963644317,-0.9000538,12.175066,-14.29856982698676,-2.5541441339762248
48,48,image,0.1197124531893344,0.5345769973767697,12.172247,1.5072091,-4.416077423023933,8.517222437485225,-0.03628985193270697,0.41208420511141614,10.339034,0.8493844,-7.211204548203473,-5.382778536478172,-0.1826745470714184,-0.029244583327069112,-1.7470207,1.4220335,-11.26782270276547,-1.2831357418391136,-0.06197279196422137,-0.05784114620646387,-3.7859833,10.720183,1.7808413412449309,-8.823520991487008
49,49,image,-0.07482277063137954,0.36927182409356213,14.920207,3.196474,9.857581405401199,10.236813493118596,-0.18867795559080752,-0.022084202956064634,12.599575,1.6517425,-6.4876560242697385,9.613358619711901,-0.20081931971576017,0.09035487975032071,-0.9571346,2.8907979,-4.509625402158994,-7.0769197650197855,-0.04927643682788303,0.10204760078121157,-1.2250863,11.965636,-7.71815538039625,-10.11418783516509
50,50,image,0.03091109028285376,0.19879474778102846,13.409698,4.838961,5.021824237904507,5.6091205010087455,-0.049199532166551756,0.20258457206903968,11.951592,3.6192625,9.716639194155153,-3.6764207034968375,-0.2967953272941342,0.03457693410496782,0.3350797,4.079359,0.9032610409327004,-9.540201885814358,-0.12855186450956768,0.0426268704048016,-1.1678293,13.705593,-6.0012612445168045,4.543271108131089
51,51,image,0.24079783591191412,0.01596554148452464,12.074455,4.339078,7.377212372230524,1.407194618666948,0.19056843886951594,0.033164711811011,10.7437725,2.1039402,-0.3344629546080082,-2.0382420520854767,-0.1321697796999695,-0.012321988836676174,-0.6321458,2.8427515,12.501587293241807,-3.0884742180424114,0.014119985429262428,0.0013711410629912598,-2.3494403,12.739899,3.8708851757131915,8.876279589098573
52,52,image,0.16232814675283427,0.18675858794847164,11.545894,2.2418687,-13.931901941583831,-4.858243875643295,0.09825376289093675,0.24319904734336797,9.392474,2.7152643,-10.730085942280859,3.4146252904617693,-0.17242445048430236,0.0803233651761822,-1.8797942,4.004793,-13.954517642947883,-4.625540171233706,-0.0384553504717363,0.12790015021231022,-1.103017,11.35828,-8.629313578722464,-13.330133593501312
53,53,image,0.11213453122620343,-0.07102260959397065,13.760173,4.047077,10.764427990103275,-1.8320235351579723,0.09207211320543211,-0.19953366203585243,11.8415,2.5923698,11.695934679530804,2.715464807190954,-0.07594953954159274,-0.12758401309654985,0.8771641,3.152465,-0.2854478363770018,15.317658510451468,0.0820553322050702,-0.09933758571244154,-2.701826,10.847657,1.7705420127472709,-6.942244910971112
54,54,image,-0.04447677229234409,0.22417432171646962,11.894164,4.2074037,8.015523324513389,0.9020399983653774,-0.13496219599431425,0.04236720861223056,10.915027,1.7437079,-1.2218872446434088,-0.9356268022787952,-0.18225131976826586,-0.059534598634058,-0.6084136,2.7344673,12.520431681545695,-3.0462394468454117,0.0302420396878608,-0.03699409921794057,-2.5492973,12.664425,3.836979230924519,8.852734543270333
55,55,image,0.20031890906700361,0.2324316138591217,11.975984,1.0369716,-6.045841053612697,5.824934056909704,0.11707356190158055,0.3737697934762114,9.525649,1.3454593,-4.370091984899771,-8.83436360139902,0.0023261722985640455,-0.11050290048618981,-2.87835,2.4703941,4.761786655669954,6.177562072910479,0.1470722186122327,-0.05072427721015529,-3.4182947,12.106804,0.04753271875314117,0.23706504535728673
56,56,image,-0.227470576355203,0.1048114812509835,16.256435,2.1190765,9.609065951679925,-6.547205849715632,-0.28105991572697153,-0.3669448445629872,13.209917,0.14092052,0.9219357722739648,5.624443139025939,-0.1639610427652952,0.15840114250644025,-0.6403331,4.2753835,-4.1509006316578985,-10.268347352706083,-0.07021798288962337,0.13264119070536054,-0.33645532,12.867243,-11.110318350621375,-5.8748750192990435
57,57,image,0.42173677817902794,0.20179496566605984,10.914815,2.1049187,-10.814519173294475,-3.132950803452152,0.3309384781878901,0.16963944824008687,9.152397,3.198033,0.902178722204846,-11.072715096738142,-0.16112592536122308,0.1678689045453537,0.38772702,1.355516,4.155190015966329,-13.02343310971804,-0.12131667856909717,0.08596046079119449,-2.083302,14.237721,2.7692156229320726,16.92414477395084
58,58,image,0.41893140625306785,-0.06458227938921006,13.247571,4.4534426,-4.478181057597882,-0.2907780289220798,0.3843657733673947,0.10814628313748154,11.635888,3.5683503,7.785739340345067,-4.749770969279414,-0.05577869668234007,0.11670280042476976,0.12909952,4.6248407,-0.06956159211710149,-6.335148691298309,0.04151042578583115,0.17344796399410273,-0.8525946,13.381855,-6.353613873205037,-2.882179379762154
59,59,image,0.0073673540262247945,0.05564977649333188,12.662352,2.423417,10.611576303973626,3.416977266122351,-0.03656259579715738,-0.10232246408161005,11.787951,1.407752,-0.5807907446167835,1.0027256166929406,-0.15448018792858398,-0.017511289957386718,-1.5257142,2.131285,11.28496387453939,2.380791923523957,-0.016337603499692537,-0.046111970209411324,-3.8741944,12.27853,5.8373124515033785,-1.5983523114591867
60,60,image,0.2875158478944182,0.004205718904877864,11.823463,1.6592394,-5.862891549817423,3.6515091847290897,0.2438317235795235,0.12279086204849386,9.654133,1.5877783,-1.0244116443976468,-7.416121712628309,-0.1751057854143829,0.04014354898568463,-2.5126283,1.0822216,-5.600155268345794,8.813961057111962,-0.0620508452142239,0.03602166869855488,-3.2101336,13.388277,-12.010899504097955,4.136591945259494
61,61,image,0.4164008832003874,0.0064121360112229025,11.476965,1.2645092,-8.602066973134995,5.011869865758584,0.3729468594197863,0.1555156805421825,9.328218,1.8341224,-2.659980614181648,-9.501913636721365,-0.15755274381462628,-0.09057678233195746,-0.2816582,1.2234845,5.710163849799167,8.870027152840272,0.018010020472471255,-0.08877371807112318,-2.5987966,13.9623375,11.070159522052098,5.151820707452896
62,62,image,0.09363428633708595,0.3783875862243826,12.064108,1.5511862,-4.793542135895282,8.037524191517509,-0.026725555517449734,0.4001526410895435,10.249783,0.9998838,-7.774963546592336,-5.791407750914378,-0.19373461283807175,-0.10957960596083662,-1.7348139,1.3508354,-12.594182761086214,-1.4051152635301365,0.056799661877897936,-0.030356019788218825,-4.0652595,11.00109,4.183536348498893,3.172300033600399
63,63,image,-0.036259907326034804,-0.00022826170044271016,16.39364,2.1167853,10.827787670776168,-7.255872802925948,-0.060543969917743606,-0.19281112561254146,13.567782,0.023312587,2.8048915520137223,6.0525761286212765,-0.2125868184074197,0.08079532327957181,-0.64227337,4.6569004,5.732803878465181,-9.155674081088266,-0.13118377852886776,0.04070236287317622,-1.5950364,11.465319,-4.492851823825423,10.757639667008208
64,64,image,-0.06487380343730781,0.107657597901371,13.722669,4.0899754,10.091719271018203,-2.254980517885782,-0.12569767356898853,-0.24221534321305108,12.085785,2.7149868,10.94071292265543,3.7443039003852343,-0.044072126540757074,0.27490219892426554,-2.4091516,3.1818976,-1.708270415359293,-3.7959263238372656,0.037707631548429855,0.3746110659993304,-3.506489,11.295188,-2.4314237796196903,3.391222967093658
