,emb_id,data_type,CLIP_PCA_x,CLIP_PCA_y,CLIP_UMAP_x,CLIP_UMAP_y,CLIP_TSNE_x,CLIP_TSNE_y,CLIP_nogap_PCA_x,CLIP_nogap_PCA_y,CLIP_nogap_UMAP_x,CLIP_nogap_UMAP_y,CLIP_nogap_TSNE_x,CLIP_nogap_TSNE_y,CyCLIP_PCA_x,CyCLIP_PCA_y,CyCLIP_UMAP_x,CyCLIP_UMAP_y,CyCLIP_TSNE_x,CyCLIP_TSNE_y,CyCLIP_nogap_PCA_x,CyCLIP_nogap_PCA_y,CyCLIP_nogap_UMAP_x,CyCLIP_nogap_UMAP_y,CyCLIP_nogap_TSNE_x,CyCLIP_nogap_TSNE_y,CLOOB_PCA_x,CLOOB_PCA_y,CLOOB_UMAP_x,CLOOB_UMAP_y,CLOOB_TSNE_x,CLOOB_TSNE_y,CLOOB_nogap_PCA_x,CLOOB_nogap_PCA_y,CLOOB_nogap_UMAP_x,CLOOB_nogap_UMAP_y,CLOOB_nogap_TSNE_x,CLOOB_nogap_TSNE_y,CLOOB_LAION400M_PCA_x,CLOOB_LAION400M_PCA_y,CLOOB_LAION400M_UMAP_x,CLOOB_LAION400M_UMAP_y,CLOOB_LAION400M_TSNE_x,CLOOB_LAION400M_TSNE_y,CLOOB_LAION400M_nogap_PCA_x,CLOOB_LAION400M_nogap_PCA_y,CLOOB_LAION400M_nogap_UMAP_x,CLOOB_LAION400M_nogap_UMAP_y,CLOOB_LAION400M_nogap_TSNE_x,CLOOB_LAION400M_nogap_TSNE_y
0,0,image,0.32479677,0.30828378,13.695993,10.767379,14.437439686902563,4.2564182398761785,0.34427926,0.6835487,12.188801,-2.1439278,0.9717194798730286,1.4099566653525175,0.3484181,0.24955255,13.841788,9.592712,11.160087512003173,5.844587556334108,0.28974137,0.30918962,15.142007,9.50035,-0.2071593956914097,-1.7283883059798506,-0.1097612,0.4355929,5.9303775,9.506264,4.295387308850831,-0.23539400821529877,0.5943653,0.6475382,10.630948,4.0606275,-0.1565755181721809,5.1853010901618015,-0.145667,0.26692295,9.838428,-1.0375693,3.245645982081294,0.5263002924028995,-0.3216058,-0.3453243,4.823893,5.99787,-3.082397084873194,-3.561968464669784
1,1,image,0.33512786,0.30712184,13.769635,10.690674,14.432398933115905,4.249185097172043,0.3418092,0.6846111,12.149648,-2.1880352,0.9618660001838739,1.4089975251363558,0.34725317,0.25482,13.780483,9.651373,11.161872325809268,5.837592161354142,0.2952101,0.31074154,14.975731,9.400355,-0.22145788437294153,-1.7313516176519623,-0.089249685,0.46227998,5.8657856,9.566078,4.332479758119978,-0.231610923324532,0.61039495,0.644819,10.701186,4.1349864,-0.17121991156595617,5.17727591218322,-0.14970449,0.2673197,9.909579,-1.1053722,3.257480941293581,0.5278030317760162,-0.32236168,-0.3461043,4.931819,5.876976,-3.0770192705793233,-3.5660055316843393
2,2,image,0.37367424,0.33894652,13.739447,10.717288,14.404400958398977,4.201659353203596,0.3708045,0.65586996,12.276292,-2.059799,0.8952263264696101,1.4020975765870078,0.34986544,0.27167574,13.798381,9.627721,11.168799206935585,5.812815797057702,0.31162968,0.30421117,15.0447035,9.437881,-0.26367800448710516,-1.743021697197164,-0.027097555,0.4935125,6.002413,9.431633,4.43795381284207,-0.22066664483980947,0.61645657,0.6100918,10.647638,4.0713677,-0.2046625234413864,5.157190018497109,-0.15933584,0.22370762,9.789031,-1.0184054,3.3205090118463088,0.5356798050320821,-0.28909957,-0.33611146,4.917541,5.929448,-3.0644840441362695,-3.572775086934157
3,3,image,0.40788725,0.38240877,13.634122,10.864198,14.365843547390089,4.138025004335182,0.41659397,0.6026947,12.158663,-2.1760664,0.8086168902646758,1.3931003698749418,0.36139208,0.28261858,13.7894,9.658996,11.176878425311259,5.772214230014506,0.32081175,0.29505002,15.138175,9.545036,-0.3256476575543988,-1.7589840025103098,0.034057103,0.5384447,5.9573097,9.474277,4.586091622018036,-0.2048683859875686,0.63278776,0.55786645,10.606818,4.0393596,-0.28103600888399133,5.110205046954772,-0.11967129,0.29682785,9.843091,-1.1545285,3.4655356585113375,0.5541632265208174,-0.3363496,-0.35125095,4.9596496,5.906767,-2.9921708823536117,-3.6231310367943985
4,4,image,0.43453816,0.4117377,13.551348,10.985652,14.330848693512145,4.080824208955159,0.45050395,0.5513196,12.092309,-2.2484047,0.7209144696439487,1.3831348700981387,0.37389773,0.28847405,13.779222,9.728869,11.186903010966379,5.7256005892156,0.32471213,0.28086367,15.14369,9.631729,-0.3957032972581444,-1.7763789048738852,0.088220745,0.579097,6.0133367,9.4106,4.760347426611913,-0.18573117445942594,0.65044737,0.49458393,10.725277,4.1634817,-0.3909235587186173,5.038117211271427,-0.09837662,0.27639395,9.830834,-1.1664696,3.492501443613855,0.5574426704319411,-0.31691065,-0.3520129,5.093385,5.7765684,-2.99274594046545,-3.6221813627528983
5,5,image,0.46054962,0.41397163,13.509889,11.070186,14.288002353696948,4.009401852719488,0.45577118,0.49213362,11.970885,-2.3712077,0.5981683007839416,1.3680920232190497,0.38053423,0.30201083,13.805115,9.835037,11.193420513928878,5.690167414821386,0.3381192,0.26606408,15.265369,9.774159,-0.4582034576195754,-1.792271492902912,0.14209904,0.61019254,5.7031527,9.689565,4.982374856796846,-0.161290638391409,0.66528666,0.43668407,10.868721,4.3180223,-0.5517649217728545,4.928697720191099,0.0018338733,0.3753671,9.899188,-1.2988151,3.7982163673629232,0.5958362091982679,-0.3763066,-0.33450836,4.998098,5.978887,-2.8715903132212373,-3.7015045553200125
6,6,image,0.49094418,0.43289983,13.478246,11.249331,14.202314058154029,3.867946906072239,0.48374143,0.38001567,11.893113,-2.4818377,0.37579660342834637,1.3400097355778684,0.38605154,0.30056825,13.72097,9.945701,11.202239266644124,5.6545686349649005,0.33566818,0.25670344,15.239073,9.842166,-0.5196099466578646,-1.807885379103833,0.18398736,0.62927264,5.580917,9.793628,5.187489151122106,-0.13828483278495063,0.6746874,0.37066957,10.885001,4.3319483,-0.7104640494297313,4.814736687921222,0.022881297,0.42094463,9.924419,-1.2736247,3.9594386449189662,0.6156871451736459,-0.41037065,-0.33926797,5.070942,5.86743,-2.7663329977153808,-3.7686125108800486
7,7,image,0.513018,0.4284804,13.440526,11.3837595,14.119686965875838,3.731589925124424,0.4845673,0.30566105,11.806351,-2.5713742,0.16364538714450452,1.3110656842043134,0.3890918,0.30284247,13.929599,10.0608835,11.21574136600745,5.589253249841245,0.33709943,0.23690997,15.276099,9.937891,-0.6275596554161976,-1.8340310541800842,0.2141335,0.6391465,5.4114385,9.95712,5.3230972360148625,-0.12256539237840486,0.6798491,0.33155298,10.96977,4.420537,-0.8248507788827143,4.730753635267213,0.03934467,0.4629902,10.011073,-1.4886801,4.239318743780223,0.6502400601802407,-0.44149846,-0.3541941,4.8817086,5.969868,-2.5218323363943003,-3.9106117612660665
8,8,image,0.5254465,0.423956,13.4354725,11.453719,14.06944388031453,3.645413356400778,0.48288766,0.26481852,11.728943,-2.6987548,0.028964031783675757,1.292841963832504,0.39231712,0.3059395,13.927041,10.219873,11.22984842820768,5.522445395459493,0.33954108,0.21218117,15.34088,10.226346,-0.735883819108386,-1.8581423689808363,0.24937786,0.6404619,5.3536572,9.907933,5.438878024978165,-0.10921716485497314,0.6781064,0.29056475,11.063907,4.50785,-0.9273055130235642,4.655812519660448,0.046521496,0.47927132,10.062056,-1.6787497,4.425712843544636,0.672972899291601,-0.45365515,-0.3629341,4.6028714,6.2102714,-2.3440130184717294,-4.010777957832248
9,9,image,0.5355801,0.41231093,13.398229,11.474579,14.035098513275218,3.588392214139669,0.47203764,0.23885697,11.704033,-2.7520814,-0.06399206723018,1.27931518932444,0.3973085,0.30433288,14.043558,10.399179,11.243010549000468,5.464932067025269,0.33685634,0.19132055,15.338442,10.390227,-0.8199489670701318,-1.8803192623757392,0.26890185,0.637749,5.16739,10.157255,5.506640721304257,-0.10109836635901269,0.6734963,0.26607487,11.192423,4.609585,-0.9847343780965828,4.610022296407661,0.06869056,0.4991298,10.159193,-1.8424817,4.622114541709401,0.6976251372850335,-0.468023,-0.3646784,4.4102087,6.378546,-2.1613792706834034,-4.1150953001405455
