,emb_id,data_type,ImageBind_PCA_x,ImageBind_PCA_y,ImageBind_UMAP_x,ImageBind_UMAP_y,ImageBind_TSNE_x,ImageBind_TSNE_y
240,40,audio,-0.060980144807432864,0.13690787576129448,8.388958,7.2871313,-0.7262080900598108,4.836929910343096
241,41,audio,-0.046034499588985256,0.3064096324950158,7.342055,6.811448,0.9498640345193462,-1.464281624424405
242,42,audio,-0.06098801935557588,0.5720163243203013,6.4082317,5.0196533,-0.5011997544275695,-5.55771105589094
243,43,audio,-0.10861933228766238,0.17423221350543933,7.843441,6.7976747,-0.5014022559227882,1.1835046654602155
244,44,audio,-0.06045012342296223,0.5209548295967918,6.251042,5.647984,0.7970351807819025,-7.14236211989025
245,45,audio,-0.02511502186579661,0.3954388374083774,8.049052,5.5005007,-4.974608984928988,-3.4618503035439065
246,46,audio,-0.0617444772283707,0.27079145196472265,8.206927,5.6744018,-5.515270007991727,-2.5040471455259685
247,47,audio,-0.041087312452735586,0.49488283745032735,6.486875,4.824468,-0.0051906125695927305,-3.5132914453485387
248,48,audio,-0.06847425036613625,0.1934734902950563,8.185304,7.1251163,-1.5789181987273115,3.6563351269761624
249,49,audio,-0.03220405650465118,0.3864643334951864,7.7322617,6.5129576,-0.8982936532320112,-0.8111082642642731
250,50,audio,-0.030739055571151086,0.3556062851804001,8.033741,6.7030663,-0.8268593544560982,-0.4124397435432137
251,51,audio,0.0003832837060689026,0.12111582942521863,8.239124,7.528146,-0.8961704271719955,5.160073259929999
