,emb_id,data_type,CLIP_PCA_x,CLIP_PCA_y,CLIP_UMAP_x,CLIP_UMAP_y,CLIP_TSNE_x,CLIP_TSNE_y,CLIP_nogap_PCA_x,CLIP_nogap_PCA_y,CLIP_nogap_UMAP_x,CLIP_nogap_UMAP_y,CLIP_nogap_TSNE_x,CLIP_nogap_TSNE_y,CyCLIP_PCA_x,CyCLIP_PCA_y,CyCLIP_UMAP_x,CyCLIP_UMAP_y,CyCLIP_TSNE_x,CyCLIP_TSNE_y,CyCLIP_nogap_PCA_x,CyCLIP_nogap_PCA_y,CyCLIP_nogap_UMAP_x,CyCLIP_nogap_UMAP_y,CyCLIP_nogap_TSNE_x,CyCLIP_nogap_TSNE_y,CLOOB_PCA_x,CLOOB_PCA_y,CLOOB_UMAP_x,CLOOB_UMAP_y,CLOOB_TSNE_x,CLOOB_TSNE_y,CLOOB_nogap_PCA_x,CLOOB_nogap_PCA_y,CLOOB_nogap_UMAP_x,CLOOB_nogap_UMAP_y,CLOOB_nogap_TSNE_x,CLOOB_nogap_TSNE_y,CLOOB_LAION400M_PCA_x,CLOOB_LAION400M_PCA_y,CLOOB_LAION400M_UMAP_x,CLOOB_LAION400M_UMAP_y,CLOOB_LAION400M_TSNE_x,CLOOB_LAION400M_TSNE_y,CLOOB_LAION400M_nogap_PCA_x,CLOOB_LAION400M_nogap_PCA_y,CLOOB_LAION400M_nogap_UMAP_x,CLOOB_LAION400M_nogap_UMAP_y,CLOOB_LAION400M_nogap_TSNE_x,CLOOB_LAION400M_nogap_TSNE_y
0,0,image,0.53764796,-0.32702118,1.8712757,-1.1380109,13.317544630821937,-4.6147376693096325,-0.33229238,0.19276296,4.5408154,7.4470654,-7.986120508579712,6.355262552375316,0.47188103,-0.18863183,15.020218,7.9431744,11.53366782513216,-4.76765504399661,-0.20226705,-0.19660482,16.717182,6.268229,-10.835324264235,-1.3617248350807747,0.099653475,-0.3854605,13.266426,10.314599,9.224038073251693,-5.651681546441966,-0.29170296,0.56130564,13.056121,4.630639,-8.495174951617376,5.293012511641696,0.02047244,-0.32853964,14.256202,3.6773803,15.000825135168421,-4.380929192349468,-0.19545206,-0.36715978,10.480823,7.733904,-8.551940569127675,-3.8501324195212514
1,1,image,0.5334891,-0.3375367,1.8088993,-1.0258806,13.318588098884721,-4.626374669452216,-0.34119534,0.19156326,4.462958,7.6400995,-7.9942469601407184,6.362611572504571,0.47165808,-0.19010662,14.999292,7.9633646,11.535896337677878,-4.7592428765918715,-0.20386373,-0.1965991,16.714792,6.2794523,-10.824237368839523,-1.3620850938354212,0.09061106,-0.39055625,13.308363,10.280898,9.23839185324478,-5.634334192932082,-0.29515707,0.59329677,13.072417,4.644818,-8.463147390528633,5.286758238152398,0.021959487,-0.32883993,14.287237,3.664952,15.001835425210945,-4.381247076424191,-0.19533895,-0.36814135,10.503714,7.712647,-8.552441859476192,-3.850228226776154
2,2,image,0.5399095,-0.33029547,1.7709192,-1.0886606,13.314948911963521,-4.576505140722021,-0.33681878,0.18734092,4.380298,7.5431924,-7.948524130404099,6.328125215726127,0.47138992,-0.19415393,15.045807,7.9160795,11.538335331087213,-4.738912472714148,-0.20832224,-0.19105607,16.628435,6.355564,-10.798471734957756,-1.3626882319594904,0.092191614,-0.44025064,13.274573,10.278528,9.294970406753682,-5.547032545772025,-0.33740497,0.6082146,13.049564,4.5248704,-8.340884457666254,5.261523209670645,0.024421766,-0.33614078,14.230084,3.6496882,14.975070656475118,-4.3761230190508575,-0.20083322,-0.37159708,10.58017,7.6352715,-8.520088176616227,-3.8453089417671755
3,3,image,0.55148363,-0.33572143,1.7512075,-1.1029756,13.307038991725234,-4.483783668959174,-0.34897402,0.19170274,4.3527746,7.575191,-7.861621433127783,6.265193973443688,0.47326195,-0.19747965,15.131408,7.834849,11.544225498118339,-4.695667198449506,-0.21230274,-0.19582178,16.793734,6.1831636,-10.748204447330155,-1.3645920656396666,0.08913028,-0.47059354,13.201299,10.171347,9.338115525823612,-5.478061157039708,-0.36437905,0.5874578,12.940253,4.544522,-8.232656725288313,5.238863664994757,0.039510116,-0.34629902,14.24399,3.6192536,14.940498696994627,-4.369360663815209,-0.20582506,-0.3800306,10.654475,7.566754,-8.475340104512822,-3.838395624531721
4,4,image,0.5558439,-0.33128044,1.6068717,-0.98566353,13.306821073776256,-4.456201048842997,-0.34609774,0.17808671,4.238597,7.7026176,-7.836834720538318,6.247692952413365,0.47161916,-0.19358009,15.148453,7.816668,11.543554911150878,-4.701221136775813,-0.2077192,-0.187542,16.68295,6.2919893,-10.755057392960008,-1.3641845631014589,0.09795413,-0.4967418,13.177531,10.185022,9.38497758426843,-5.4013581350881275,-0.38806486,0.56882685,13.074927,4.3250504,-8.123823386023616,5.216236933805723,0.047500607,-0.3582509,14.395624,3.725717,14.901507160600623,-4.361519347587097,-0.21416166,-0.38173383,10.629814,7.5916834,-8.429925090060047,-3.830951358068458
5,5,image,0.5612847,-0.32251304,1.5536498,-1.0651431,13.303881470261206,-4.42715233572952,-0.33954027,0.17770404,4.4366517,7.6893587,-7.8109928827121085,6.228462254895922,0.47183204,-0.19968268,15.177808,7.7921824,11.550920244396305,-4.644470818083576,-0.2145237,-0.18580067,16.846928,6.0957494,-10.68613121437263,-1.3663619088685894,0.12542804,-0.50685966,13.200184,10.150403,9.428658775374563,-5.327624418926166,-0.3974691,0.55385196,13.001103,4.3325977,-8.023714942655735,5.193432575292705,0.051793452,-0.34756315,14.467145,3.706667,14.901959135689241,-4.361522434039841,-0.2035734,-0.39940438,10.750253,7.4839625,-8.42370181260541,-3.829179402395263
6,6,image,0.5622255,-0.33271858,1.4218783,-0.9864842,13.296808512287631,-4.3416333789175345,-0.3511184,0.17291877,4.304095,7.8785915,-7.728109702533708,6.168590047938994,0.47556323,-0.20253265,15.359169,7.6244054,11.556641331478687,-4.603078581229288,-0.2183418,-0.18483916,16.894363,6.0441575,-10.639077036032377,-1.3678518076506407,0.14110766,-0.5129641,13.370218,10.005896,9.473447996440077,-5.260464576076534,-0.4042444,0.5185542,13.049873,4.2647233,-7.928795230844485,5.172201429194175,0.061410926,-0.36032042,14.570927,3.7692125,14.85160990122852,-4.351826672804275,-0.21260001,-0.39454684,10.854098,7.4024773,-8.363066252586425,-3.821405222583455
7,7,image,0.5650165,-0.32538825,1.4517761,-0.8987852,13.298478082340887,-4.35688586664491,-0.345003,0.17102195,4.415993,7.8222294,-7.743862925988815,6.179557476915028,0.47372112,-0.21162352,15.529414,7.47406,11.56909264221912,-4.517488428180675,-0.2281193,-0.18395063,17.00676,5.873259,-10.543248764612391,-1.3705376951649377,0.164984,-0.51966923,13.361189,9.942994,9.509453003082683,-5.197912515309766,-0.41118556,0.5069941,13.069787,4.258128,-7.8449967688390325,5.152972123802067,0.083027475,-0.36879748,14.787973,3.8738952,14.841451867323068,-4.349888235010441,-0.21455468,-0.40715897,11.0539465,7.2445655,-8.345472539854734,-3.8183008467331803
8,8,image,0.5694922,-0.32212624,1.4091327,-0.9301065,13.293912994080294,-4.288296125662679,-0.34409988,0.18404856,4.47324,8.011155,-7.681376792901209,6.13462915691989,0.47245133,-0.21610749,15.527676,7.4779854,11.5679526964758,-4.514765487931457,-0.23285642,-0.18904889,17.057396,5.820835,-10.539506020628446,-1.3704922867708116,0.17918944,-0.51840174,13.449999,9.8481045,9.551841686174265,-5.129652419311321,-0.41086295,0.4918376,13.190509,4.0762424,-7.750726730863331,5.13112801898793,0.081858434,-0.3770119,14.969641,3.9745831,14.789179337175996,-4.339684986964391,-0.22263332,-0.38938835,11.18976,7.1354394,-8.288633992493885,-3.80864970251491
9,9,image,0.5689351,-0.3267596,1.2990292,-0.9396604,13.289007713291822,-4.208731854610968,-0.34848112,0.16547345,4.435023,8.017327,-7.608609419849947,6.0819127698021935,0.47333825,-0.2205434,15.77939,7.252604,11.586525007383775,-4.3856499854461175,-0.23799953,-0.17344844,17.17082,5.63213,-10.398844398570887,-1.3745104506189945,0.19950812,-0.5281416,13.454665,9.834953,9.578636275134103,-5.085025012545765,-0.42112538,0.46685648,13.229742,4.0782795,-7.692325126327899,5.1171890552141415,0.12087723,-0.3901387,15.183828,4.1116977,14.78577030293834,-4.33883983856381,-0.22440638,-0.4114319,11.431073,7.0084343,-8.266353278185527,-3.8056632631547918
